"","time_depart_standard","flight_hour","airline_US","airline_outside","price","rough_estimated_duration","stops","destination","date"
"745","11:14",11,"Delta","KLM",1614,17,"2","Barcelona","Friday 20"
"746","13:40",13,"Delta","KLM",1614,14,"2","Barcelona","Friday 20"
"747","20:08",20,"American","American",1624,30,"2","Barcelona","Friday 20"
"748","20:08",20,"American","American",1624,30,"2","Barcelona","Friday 20"
"749","13:59",13,"Delta","Air France",1708,15,"2","Barcelona","Friday 20"
"750","13:59",13,"Delta","Air France",1708,18,"2","Barcelona","Friday 20"
"751","18:07",18,"Delta","Air France",1708,13,"2","Barcelona","Friday 20"
"752","18:07",18,"Delta","Air France",1708,14,"2","Barcelona","Friday 20"
"753","18:07",18,"Delta","Air France",1708,16,"2","Barcelona","Friday 20"
"754","18:59",18,"Delta","Air France",1708,13,"2","Barcelona","Friday 20"
"755","18:59",18,"Delta","Air France",1708,16,"2","Barcelona","Friday 20"
"756","13:40",13,"Delta","KLM",1714,16,"2","Barcelona","Friday 20"
"757","13:40",13,"Delta","KLM",1714,16,"2","Barcelona","Friday 20"
"758","17:47",17,"Delta","KLM",1714,16,"2","Barcelona","Friday 20"
"759","11:27",11,"United","Air Canada",1742,16,"2","Barcelona","Friday 20"
"760","16:00",16,"Air Canada","Lufthansa",1761,17,"2","Barcelona","Friday 20"
"761","14:50",14,"United","Brussels Airlines",1767,17,"2","Barcelona","Friday 20"
"762","16:01",16,"United","Brussels Airlines",1767,16,"2","Barcelona","Friday 20"
"763","13:42",13,"United","Lufthansa",1780,16,"2","Barcelona","Friday 20"
"764","14:50",14,"United","Lufthansa",1780,15,"2","Barcelona","Friday 20"
"765","19:50",19,"United","Lufthansa",1780,13,"2","Barcelona","Friday 20"
"766","19:50",19,"United","Lufthansa",1780,15,"2","Barcelona","Friday 20"
"767","19:50",19,"United","Lufthansa",1780,17,"2","Barcelona","Friday 20"
"768","16:00",16,"Air Canada","Lufthansa",1780,17,"2","Barcelona","Friday 20"
"769","05:00",5,"American","American",1792,22,"2","Barcelona","Friday 20"
"770","05:00",5,"American","American",1792,22,"2","Barcelona","Friday 20"
"771","07:22",7,"American","American",1792,19,"2","Barcelona","Friday 20"
"772","07:25",7,"American","American",1792,19,"2","Barcelona","Friday 20"
"773","08:00",8,"American","American",1792,19,"1","Barcelona","Friday 20"
"774","11:05",11,"American","American",1792,15,"1","Barcelona","Friday 20"
"775","12:12",12,"American","American",1792,14,"2","Barcelona","Friday 20"
"776","12:12",12,"American","American",1792,14,"2","Barcelona","Friday 20"
"777","13:30",13,"American","American",1792,13,"2","Barcelona","Friday 20"
"778","07:45",7,"American","American",1798,19,"2","Barcelona","Friday 20"
"779","21:35",21,"British AirwaysAmerican","Iberia",1805,12,"1","Barcelona","Friday 20"
"780","05:50",5,"American","American",1815,21,"1","Barcelona","Friday 20"
"781","21:35",21,"British Airways","Iberia",1819,16,"2","Barcelona","Friday 20"
"782","07:00",7,"United","Turkish Airlines",2813,22,"2","Barcelona","Friday 20"
"783","07:30",7,"Delta","ITA",2855,21,"2","Barcelona","Friday 20"
"784","07:50",7,"Delta","ITA",2855,21,"2","Barcelona","Friday 20"
"785","11:56",11,"Delta","ITA",2855,16,"2","Barcelona","Friday 20"
"786","17:22",17,"American","Iberia",3026,13,"2","Barcelona","Friday 20"
"787","17:22",17,"American","Iberia",3026,15,"2","Barcelona","Friday 20"
"788","11:05",11,"American","British Airways",3029,18,"2","Barcelona","Friday 20"
"789","17:20",17,"American","IberiaBritish Airways",3212,13,"1","Barcelona","Friday 20"
"790","11:27",11,"United","Air Canada",3377,16,"2","Barcelona","Friday 20"
"791","13:42",13,"United","Air Canada",3377,14,"2","Barcelona","Friday 20"
"792","14:50",14,"United","Lufthansa",3396,14,"2","Barcelona","Friday 20"
"793","16:01",16,"United","Lufthansa",3415,14,"2","Barcelona","Friday 20"
"794","16:01",16,"United","Lufthansa",3415,15,"2","Barcelona","Friday 20"
"795","12:54",12,"American","IberiaFinnair",3810,37,"2","Barcelona","Friday 20"
"796","13:42",13,"United","Austrian",4517,24,"2","Barcelona","Friday 20"
"797","14:50",14,"United","Austrian",4517,22,"2","Barcelona","Friday 20"
"798","12:59",12,"Delta","Scandinavian Airlines",8285,23,"2","Barcelona","Friday 20"
"799","12:59",12,"Delta","Scandinavian Airlines",8299,47,"2","Barcelona","Friday 20"
"800","16:12",16,"American","Aer Lingus",1525,15,"2","Lyon","Friday 20"
"801","16:00",16,"Air CanadaLufthansa","Air CanadaLufthansa",1742,13,"2","Lyon","Friday 20"
"802","14:50",14,"United","Lufthansa",1760,13,"2","Lyon","Friday 20"
"803","19:35",19,"United","Air Canada",1161,33,"2","Lyon","Friday 20"
"804","19:35",19,"United","Air Canada",1161,33,"2","Lyon","Friday 20"
"805","21:35",21,"British Airways","British Airways",1549,30,"1","Lyon","Friday 20"
"806","09:45",9,"United","Air Canada",1721,19,"2","Lyon","Friday 20"
"807","10:22",10,"United","Air Canada",1721,18,"2","Lyon","Friday 20"
"808","11:27",11,"United","Air Canada",1721,17,"2","Lyon","Friday 20"
"809","11:27",11,"United","Air CanadaLufthansa",1721,17,"2","Lyon","Friday 20"
"810","13:42",13,"United","Air Canada",1721,15,"2","Lyon","Friday 20"
"811","06:00",6,"United","Air Canada",1722,23,"2","Lyon","Friday 20"
"812","06:00",6,"United","Air Canada",1722,23,"2","Lyon","Friday 20"
"813","10:22",10,"United","Air Canada",1722,18,"2","Lyon","Friday 20"
"814","06:00",6,"United","Air Dolomiti",1741,24,"2","Lyon","Friday 20"
"815","07:00",7,"United","Air Dolomiti",1741,23,"2","Lyon","Friday 20"
"816","11:27",11,"United","Air Dolomiti",1741,18,"2","Lyon","Friday 20"
"817","13:42",13,"United","Air DolomitiLufthansa",1741,16,"2","Lyon","Friday 20"
"818","16:00",16,"Air Canada","Lufthansa",1741,19,"2","Lyon","Friday 20"
"819","16:00",16,"Air Canada","Air DolomitiLufthansa",1742,14,"2","Lyon","Friday 20"
"820","10:22",10,"United","Lufthansa",1760,17,"2","Lyon","Friday 20"
"821","11:27",11,"United","Lufthansa",1760,16,"2","Lyon","Friday 20"
"822","13:42",13,"United","Lufthansa",1760,14,"2","Lyon","Friday 20"
"823","13:42",13,"United","Air Dolomiti",1760,18,"2","Lyon","Friday 20"
"824","13:42",13,"United","Air Dolomiti",1760,18,"2","Lyon","Friday 20"
"825","21:35",21,"British Airways","IberiaAmerican",1843,16,"2","Lyon","Friday 20"
"826","14:50",14,"United","Brussels Airlines",2062,45,"2","Lyon","Friday 20"
"827","10:22",10,"United","Aer Lingus",2290,18,"2","Lyon","Friday 20"
"828","10:53",10,"American","Aer Lingus",2290,17,"2","Lyon","Friday 20"
"829","10:57",10,"American","Aer Lingus",2290,17,"2","Lyon","Friday 20"
"830","11:05",11,"American","Aer Lingus",2290,17,"2","Lyon","Friday 20"
"831","11:27",11,"United","Aer Lingus",2290,16,"2","Lyon","Friday 20"
"832","13:42",13,"United","Aer Lingus",2290,14,"2","Lyon","Friday 20"
"833","13:42",13,"United","Aer Lingus",2323,18,"2","Lyon","Friday 20"
"834","13:42",13,"United","Aer Lingus",2323,18,"2","Lyon","Friday 20"
"835","14:50",14,"United","Aer Lingus",2323,17,"2","Lyon","Friday 20"
"836","15:12",15,"American","Aer Lingus",2323,16,"2","Lyon","Friday 20"
"837","07:00",7,"United","Turkish Airlines",2801,28,"2","Lyon","Friday 20"
"838","21:35",21,"British AirwaysIberia","Finnair",3025,13,"1","Lyon","Friday 20"
"839","11:05",11,"American","British Airways",3029,19,"2","Lyon","Friday 20"
"840","19:23",19,"American","British AirwaysIberia",3043,15,"2","Lyon","Friday 20"
"841","15:42",15,"American","British Airways",3189,18,"2","Lyon","Friday 20"
"842","17:20",17,"American","British Airways",3189,17,"2","Lyon","Friday 20"
"843","17:20",17,"American","British Airways",3189,17,"2","Lyon","Friday 20"
"844","20:08",20,"American","British Airways",3189,14,"2","Lyon","Friday 20"
"845","10:53",10,"American","Iberia",3225,19,"2","Lyon","Friday 20"
"846","13:30",13,"American","Iberia",3225,16,"2","Lyon","Friday 20"
"847","15:12",15,"American","Iberia",3225,14,"2","Lyon","Friday 20"
"848","19:35",19,"United","Air Canada",3228,33,"2","Lyon","Friday 20"
"849","15:12",15,"American","British Airways",3229,15,"2","Lyon","Friday 20"
"850","07:45",7,"American","Iberia",3239,22,"2","Lyon","Friday 20"
"851","13:30",13,"American","Iberia",3246,24,"2","Lyon","Friday 20"
"852","14:50",14,"United","Air DolomitiLufthansa",3451,15,"2","Lyon","Friday 20"
"853","13:42",13,"United","Lufthansa",3470,14,"2","Lyon","Friday 20"
"854","13:40",13,"Delta","KLM",3533,17,"2","Lyon","Friday 20"
"855","16:45",16,"Delta","KLM",3533,14,"2","Lyon","Friday 20"
"856","17:47",17,"Delta","KLM",3533,13,"2","Lyon","Friday 20"
"857","18:07",18,"Delta","Air France",3533,15,"2","Lyon","Friday 20"
"858","10:57",10,"American","Iberia",4275,18,"2","Lyon","Friday 20"
"859","11:27",11,"United","Austrian",4517,21,"2","Lyon","Friday 20"
"860","13:42",13,"United","Austrian",4517,19,"2","Lyon","Friday 20"
"861","14:50",14,"United","Brussels Airlines",5057,14,"2","Lyon","Friday 20"
"862","18:14",18,"United","Air Dolomiti",5075,32,"2","Lyon","Friday 20"
"863","10:22",10,"United","Austrian",5282,22,"2","Lyon","Friday 20"
"864","14:50",14,"United","Austrian",5282,18,"2","Lyon","Friday 20"
"865","16:00",16,"Air Canada","AccesRail",7147,16,"2","Lyon","Friday 20"
"866","16:00",16,"Air Canada","AccesRail",7147,19,"2","Lyon","Friday 20"
"867","16:00",16,"Air Canada","AccesRail",7147,38,"2","Lyon","Friday 20"
"868","11:56",11,"Delta","Air France",7961,15,"2","Lyon","Friday 20"
"869","11:56",11,"Delta","Air France",7961,15,"2","Lyon","Friday 20"
"870","11:56",11,"Delta","Air France",7961,17,"2","Lyon","Friday 20"
"871","18:59",18,"Delta","Air France",7961,15,"2","Lyon","Friday 20"
"872","11:56",11,"Delta","KLM",7967,19,"2","Lyon","Friday 20"
"873","11:56",11,"Delta","KLM",10217,19,"2","Lyon","Friday 20"
"874","13:42",13,"United","AccesRail",14341,18,"3","Lyon","Friday 20"
"875","13:42",13,"United","Lufthansa",1217,16,"5","Berlin","Friday 20"
"876","16:00",16,"Air Canada","LufthansaUnited",1255,15,"2","Berlin","Friday 20"
"877","11:27",11,"United","United",1369,14,"2","Berlin","Friday 20"
"878","21:35",21,"British AirwaysAmerican","Finnair",1760,11,"1","Berlin","Friday 20"
"879","06:00",6,"United","Lufthansa",1217,24,"5","Berlin","Friday 20"
"880","06:00",6,"United","Lufthansa",1217,26,"5","Berlin","Friday 20"
"881","06:00",6,"United","Lufthansa",1217,28,"5","Berlin","Friday 20"
"882","06:00",6,"United","Lufthansa",1217,30,"5","Berlin","Friday 20"
"883","06:00",6,"United","Lufthansa",1217,32,"5","Berlin","Friday 20"
"884","07:00",7,"United","Lufthansa",1217,23,"5","Berlin","Friday 20"
"885","07:00",7,"United","Lufthansa",1217,25,"5","Berlin","Friday 20"
"886","07:00",7,"United","Lufthansa",1217,27,"5","Berlin","Friday 20"
"887","07:00",7,"United","Lufthansa",1217,29,"5","Berlin","Friday 20"
"888","07:00",7,"United","Lufthansa",1217,31,"5","Berlin","Friday 20"
"889","13:42",13,"United","Lufthansa",1217,18,"5","Berlin","Friday 20"
"890","13:42",13,"United","Lufthansa",1217,20,"5","Berlin","Friday 20"
"891","13:42",13,"United","Lufthansa",1217,22,"5","Berlin","Friday 20"
"892","13:42",13,"United","Lufthansa",1217,24,"5","Berlin","Friday 20"
"893","13:42",13,"United","Lufthansa",1217,29,"5","Berlin","Friday 20"
"894","16:00",16,"Air Canada","Lufthansa",1218,20,"5","Berlin","Friday 20"
"895","16:00",16,"Air Canada","Lufthansa",1218,22,"5","Berlin","Friday 20"
"896","16:00",16,"Air Canada","Lufthansa",1218,26,"5","Berlin","Friday 20"
"897","16:00",16,"Air Canada","LufthansaUnited",1255,16,"2","Berlin","Friday 20"
"898","06:00",6,"United","United",1321,19,"2","Berlin","Friday 20"
"899","06:00",6,"United","United",1321,19,"2","Berlin","Friday 20"
"900","07:00",7,"United","United",1321,18,"2","Berlin","Friday 20"
"901","07:00",7,"United","United",1339,18,"2","Berlin","Friday 20"
"902","10:22",10,"United","United",1408,15,"2","Berlin","Friday 20"
"903","10:42",10,"Delta","KLM",1647,16,"2","Berlin","Friday 20"
"904","11:14",11,"Delta","KLM",1647,16,"2","Berlin","Friday 20"
"905","13:40",13,"Delta","KLM",1647,13,"2","Berlin","Friday 20"
"906","13:40",13,"Delta","KLM",1647,17,"2","Berlin","Friday 20"
"907","13:40",13,"Delta","KLM",1647,17,"2","Berlin","Friday 20"
"908","13:40",13,"Delta","KLM",1647,17,"2","Berlin","Friday 20"
"909","17:47",17,"Delta","KLM",1647,13,"2","Berlin","Friday 20"
"910","17:47",17,"Delta","KLM",1647,17,"2","Berlin","Friday 20"
"911","18:07",18,"Delta","KLM",1647,17,"2","Berlin","Friday 20"
"912","21:35",21,"British AirwaysAmerican","Finnair",1760,13,"1","Berlin","Friday 20"
"913","21:35",21,"British AirwaysAmerican","Finnair",1760,15,"1","Berlin","Friday 20"
"914","21:35",21,"British AirwaysAmerican","Finnair",1760,18,"1","Berlin","Friday 20"
"915","20:08",20,"American","British Airways",1765,16,"2","Berlin","Friday 20"
"916","06:00",6,"United","Lufthansa",1824,26,"5","Berlin","Friday 20"
"917","06:00",6,"United","Lufthansa",1824,28,"5","Berlin","Friday 20"
"918","06:00",6,"United","Lufthansa",1824,28,"5","Berlin","Friday 20"
"919","06:00",6,"United","Lufthansa",1824,30,"5","Berlin","Friday 20"
"920","06:00",6,"United","Lufthansa",1824,30,"5","Berlin","Friday 20"
"921","07:00",7,"United","Lufthansa",1824,27,"5","Berlin","Friday 20"
"922","07:00",7,"United","Lufthansa",1824,29,"5","Berlin","Friday 20"
"923","10:22",10,"United","Lufthansa",1824,22,"5","Berlin","Friday 20"
"924","10:22",10,"United","Lufthansa",1824,24,"5","Berlin","Friday 20"
"925","10:22",10,"United","Lufthansa",1824,26,"5","Berlin","Friday 20"
"926","10:22",10,"United","Lufthansa",1824,26,"5","Berlin","Friday 20"
"927","10:22",10,"United","Lufthansa",1824,28,"5","Berlin","Friday 20"
"928","10:22",10,"United","Lufthansa",1824,28,"5","Berlin","Friday 20"
"929","10:22",10,"United","Lufthansa",1824,32,"5","Berlin","Friday 20"
"930","10:22",10,"United","Lufthansa",1824,32,"5","Berlin","Friday 20"
"931","11:27",11,"United","Lufthansa",1824,19,"5","Berlin","Friday 20"
"932","11:27",11,"United","Lufthansa",1824,21,"5","Berlin","Friday 20"
"933","11:27",11,"United","Lufthansa",1824,23,"5","Berlin","Friday 20"
"934","11:27",11,"United","Lufthansa",1824,23,"5","Berlin","Friday 20"
"935","11:27",11,"United","Lufthansa",1824,25,"5","Berlin","Friday 20"
"936","11:27",11,"United","Lufthansa",1824,25,"5","Berlin","Friday 20"
"937","11:27",11,"United","Lufthansa",1824,27,"5","Berlin","Friday 20"
"938","11:27",11,"United","Lufthansa",1824,27,"5","Berlin","Friday 20"
"939","11:27",11,"United","Lufthansa",1824,31,"5","Berlin","Friday 20"
"940","11:27",11,"United","Lufthansa",1824,31,"5","Berlin","Friday 20"
"941","13:42",13,"United","Lufthansa",1824,20,"5","Berlin","Friday 20"
"942","13:42",13,"United","Lufthansa",1824,22,"5","Berlin","Friday 20"
"943","13:42",13,"United","Lufthansa",1824,24,"5","Berlin","Friday 20"
"944","13:42",13,"United","Lufthansa",1824,29,"5","Berlin","Friday 20"
"945","14:50",14,"United","Lufthansa",1824,17,"5","Berlin","Friday 20"
"946","14:50",14,"United","Lufthansa",1824,19,"5","Berlin","Friday 20"
"947","14:50",14,"United","Lufthansa",1824,21,"5","Berlin","Friday 20"
"948","14:50",14,"United","Lufthansa",1824,21,"5","Berlin","Friday 20"
"949","14:50",14,"United","Lufthansa",1824,23,"5","Berlin","Friday 20"
"950","14:50",14,"United","Lufthansa",1824,23,"5","Berlin","Friday 20"
"951","14:50",14,"United","Lufthansa",1824,27,"5","Berlin","Friday 20"
"952","14:50",14,"United","Lufthansa",1824,27,"5","Berlin","Friday 20"
"953","18:14",18,"United","Lufthansa",1824,20,"5","Berlin","Friday 20"
"954","19:50",19,"United","Lufthansa",1824,16,"5","Berlin","Friday 20"
"955","19:50",19,"United","Lufthansa",1824,18,"5","Berlin","Friday 20"
"956","19:50",19,"United","Lufthansa",1824,22,"5","Berlin","Friday 20"
"957","19:50",19,"United","Lufthansa",1824,34,"5","Berlin","Friday 20"
"958","19:50",19,"United","Lufthansa",1824,36,"5","Berlin","Friday 20"
"959","09:45",9,"United","United",1825,16,"1","Berlin","Friday 20"
"960","06:00",6,"United","United",1830,19,"2","Berlin","Friday 20"
"961","06:00",6,"United","United",1830,19,"2","Berlin","Friday 20"
"962","06:00",6,"United","United",1830,19,"2","Berlin","Friday 20"
"963","07:00",7,"United","United",1830,18,"2","Berlin","Friday 20"
"964","13:42",13,"United","Lufthansa",1843,16,"2","Berlin","Friday 20"
"965","16:00",16,"Air Canada","Lufthansa",1844,14,"2","Berlin","Friday 20"
"966","16:00",16,"Air Canada","Lufthansa",1845,16,"2","Berlin","Friday 20"
"967","10:22",10,"United","Brussels Airlines",1849,18,"2","Berlin","Friday 20"
"968","14:50",14,"United","Brussels Airlines",1849,14,"2","Berlin","Friday 20"
"969","14:50",14,"United","Brussels Airlines",1849,25,"2","Berlin","Friday 20"
"970","16:01",16,"United","Brussels Airlines",1849,13,"2","Berlin","Friday 20"
"971","11:27",11,"United","Lufthansa",1862,15,"2","Berlin","Friday 20"
"972","11:27",11,"United","Lufthansa",1862,16,"2","Berlin","Friday 20"
"973","13:42",13,"United","Lufthansa",1862,13,"2","Berlin","Friday 20"
"974","13:42",13,"United","Lufthansa",1862,14,"2","Berlin","Friday 20"
"975","14:50",14,"United","Lufthansa",1862,13,"2","Berlin","Friday 20"
"976","14:50",14,"United","Lufthansa",1862,14,"2","Berlin","Friday 20"
"977","14:50",14,"United","Lufthansa",1862,15,"2","Berlin","Friday 20"
"978","19:50",19,"United","Lufthansa",1862,13,"2","Berlin","Friday 20"
"979","19:50",19,"United","Lufthansa",1862,15,"2","Berlin","Friday 20"
"980","14:50",14,"United","Brussels Airlines",1865,25,"3","Berlin","Friday 20"
"981","07:00",7,"United","Turkish Airlines",2800,20,"2","Berlin","Friday 20"
"982","17:22",17,"American","Iberia",3055,19,"2","Berlin","Friday 20"
"983","13:30",13,"American","Iberia",3255,15,"2","Berlin","Friday 20"
"984","11:05",11,"American","British Airways",3260,17,"2","Berlin","Friday 20"
"985","19:23",19,"American","British Airways",3260,15,"2","Berlin","Friday 20"
"986","16:01",16,"United","Lufthansa",3432,18,"5","Berlin","Friday 20"
"987","18:14",18,"United","Lufthansa",3432,36,"5","Berlin","Friday 20"
"988","16:00",16,"Air Canada","SWISS",3452,16,"2","Berlin","Friday 20"
"989","21:35",21,"British Airways","Finnair",3553,28,"2","Berlin","Friday 20"
"990","21:35",21,"British Airways","Finnair",3553,28,"2","Berlin","Friday 20"
"991","21:35",21,"British Airways","Finnair",3553,28,"2","Berlin","Friday 20"
"992","10:57",10,"American","Iberia",4308,17,"2","Berlin","Friday 20"
"993","10:22",10,"United","Austrian",4517,18,"2","Berlin","Friday 20"
"994","11:27",11,"United","Austrian",4517,17,"2","Berlin","Friday 20"
"995","13:42",13,"United","Austrian",4517,14,"2","Berlin","Friday 20"
"996","14:50",14,"United","Austrian",4517,13,"2","Berlin","Friday 20"
"997","14:50",14,"United","Austrian",4517,17,"2","Berlin","Friday 20"
"998","19:50",19,"United","Lufthansa",4833,36,"5","Berlin","Friday 20"
"999","19:50",19,"United","Lufthansa",5057,36,"5","Berlin","Friday 20"
